index|titulo|url|mensaje|fecha|m_parsed|chat_gpt_answer|class|año_mes|año
4033|Prueba de Diagnóstico de Inglés 2017|detalle?id=15811|"¿Quiénes rinden el test?
Alumnos con ingreso 2017
Alumnos que no han rendido nunca el test

¿Cómo se inscribe?
Los alumnos nuevos son inscritos automáticamente y pueden revisar la sección asignada en su boletín de inscripción académica.
Los alumnos que no han rendido antes el diagnóstico, podrán postular a las secciones disponibles a través del Módulo Inscripción académica FCFM de Ucampus.
Plazo: 29 de mayo a las 23:59 hrs 
Instructivo_testdi.pdf (441,4 kb)"|2017-05-03 19:11:03|¿Quiénes rinden el test? Alumnos con ingreso 2017  Alumnos que no han rendido nunca el test   ¿Cómo se inscribe? Los alumnos nuevos son inscritos automáticamente y pueden revisar la sección asignada en su boletín de inscripción académica.  Los alumnos que no han rendido antes el diagnóstico, podrán postular a las secciones disponibles a través del Módulo Inscripción académica FCFM de Ucampus.  Plazo: 29 de mayo a las 23:59 hrs  Instructivo_testdi.pdf (441,4 kb)|No se detecta ningún sesgo de género en el texto proporcionado.|1.0|2017_5|2017
7152|Ciclo de Cine Temático de Abril:|detalle?id=2934|"""¿Orden y Patria?, La omisión del deber y el abuso del derecho que concede un arma""

Miércoles 6 de Abril: Celda 2011 (España, 2009)
Miércoles 13 de Abril: El Odio (Francia, 1995)
Miércoles 20 de Abril: El Violín (México, 2005)
Miércoles 27 de Abril: El Experimento (Alemania, 2001)

Las películas se presentan todos los miércoles del mes a las 18.30 horas en la Sala B-113. 
Como siempre, al final de cada película se compartirá un café mientras se discute las visiones sobre ella.

Se agradece de antemano la disposición y desde ya están todas invitadas a participar del Ciclo como espectadoras.

Saludos cordiales,
Rebeca Gaete
Coordinación Ciclo
GCIN"|2011-03-30 13:14:30|"""¿Orden y Patria?, La omisión del deber y el abuso del derecho que concede un arma""   Miércoles 6 de Abril: Celda 2011 (España, 2009)  Miércoles 13 de Abril: El Odio (Francia, 1995)  Miércoles 20 de Abril: El Violín (México, 2005)  Miércoles 27 de Abril: El Experimento (Alemania, 2001)   Las películas se presentan todos los miércoles del mes a las 18.30 horas en la Sala B-113.   Como siempre, al final de cada película se compartirá un café mientras se discute las visiones sobre ella.   Se agradece de antemano la disposición y desde ya están todas invitadas a participar del Ciclo como espectadoras.   Saludos cordiales,  Rebeca Gaete  Coordinación Ciclo  GCIN"|No se detecta sesgo de género en el texto.|0.0|2011_3|2011
5377|Convocatoria Programa de Lectura y Escritura Académica|detalle?id=7926|"El Programa de Lectura y Escritura Académica del Departamento de Pregrado de la Universidad de Chile está seleccionando tutores en todas las facultades y busca 2 tutores de Beauchef. 

¿EN QUÉ CONSISTIRÁ EL TRABAJO DE LOS TUTORES DEL PROGRAMA LEA-UCHILE?

Durante el segundo semestre del año 2014 se implementará un sistema de tutorías de pares en lectura y escritura, las cuales se focalizarán en apoyar a los estudiantes de primer año que, de acuerdo con los resultados de la prueba CODICE 2014, presentaron mayores deficiencias. 

Estos tutores participarán, además, en la elaboración de materiales didácticos sobre escritura en sus propias disciplinas, que serán incorporados posteriormente en módulos virtuales de autoaprendizaje. 

Una vez finalizado el semestre, los tutores del equipo tendrán la posibilidad de participar en el programa como tutores del programa b-learning de desarrollo de competencias de lecto-escritura académica durante el año 2015.

¿QUIÉNES SERÁN LOS TUTORES?

Estudiantes regulares de las carreras que componen la unidad académica en la que se desempeñarán como tutores. 

El postulante debe tener un destacado desempeño académico e, idealmente, debe estar cursando entre el quinto y décimo semestre de su carrera. También es deseable que el tutor tenga experiencia previa en situaciones de enseñanza (auxiliar, ayudante, tutor, grupos de estudio u otras) en la educación superior.

El tutor debe tener una disponibilidad de 6 horas semanales para realizar su trabajo, las que pueden distribuirse de acuerdo con sus horarios. El trabajo es remunerado.

Más información y postulaciones en: www.plataforma.uchile.cl/lea/

¡Anímense a postular!"|2014-10-14 10:19:14|El Programa de Lectura y Escritura Académica del Departamento de Pregrado de la Universidad de Chile está seleccionando tutores en todas las facultades y busca 2 tutores de Beauchef.    ¿EN QUÉ CONSISTIRÁ EL TRABAJO DE LOS TUTORES DEL PROGRAMA LEA-UCHILE?   Durante el segundo semestre del año 2014 se implementará un sistema de tutorías de pares en lectura y escritura, las cuales se focalizarán en apoyar a los estudiantes de primer año que, de acuerdo con los resultados de la prueba CODICE 2014, presentaron mayores deficiencias.    Estos tutores participarán, además, en la elaboración de materiales didácticos sobre escritura en sus propias disciplinas, que serán incorporados posteriormente en módulos virtuales de autoaprendizaje.    Una vez finalizado el semestre, los tutores del equipo tendrán la posibilidad de participar en el programa como tutores del programa b-learning de desarrollo de competencias de lecto-escritura académica durante el año 2015.   ¿QUIÉNES SERÁN LOS TUTORES?   Estudiantes regulares de las carreras que componen la unidad académica en la que se desempeñarán como tutores.    El postulante debe tener un destacado desempeño académico e, idealmente, debe estar cursando entre el quinto y décimo semestre de su carrera. También es deseable que el tutor tenga experiencia previa en situaciones de enseñanza (auxiliar, ayudante, tutor, grupos de estudio u otras) en la educación superior.   El tutor debe tener una disponibilidad de 6 horas semanales para realizar su trabajo, las que pueden distribuirse de acuerdo con sus horarios. El trabajo es remunerado.   Más información y postulaciones en: www.plataforma.uchile.cl/lea/   ¡Anímense a postular!|No se detecta sesgo de género en el texto.|0.0|2014_10|2014
8221|Talleres del CEI|detalle?id=633|"

 Los invitamos a particiar de los Talleres 2009 organizados por el CEI y el grupo emergente Beauchef en Movimiento , las inscripciones son en la secretaría del CEI, ubicada en Tupper 2140.

Talleres CEI y BeM 2009

Tango & Milonga	 Sábado 14:30  16:00 hrs	$4000
Tango Básico	 Viernes 16:15  17:45 hrs $2000

Expresión corporal y educación de la voz Martes 18:00 
20:00	 $4000
Salsa	 Viernes 18:00  19:30 hrs	$4000 pp  $6000 pareja

Cueca para Valientes	 Viernes 16.00  18.00 hrs   $4000 pp
$7000 pareja

Telas y Acrobacias Aéreas Viernes 18:00  21:00 hrs	$4000
Break-Dance
Martes 16:00  17:30 hrs	$4000

Iniciación a la danza /Danzamoderna/Stretching Miércoles
19:45 -21:00 hrs	$2000

YogaLates Martes 10:00 y 18:15 hrs, Jueves
18:15,Viernes a las 10:00 hrs. $1000 por sesión

Tarot e Imagen	 Martes 18:30-20:30	 $4000

Danza del Vientre	 Miércoles 12:00  14:00	$4000

Los precios aumentan $2000 para alumnos de otras facultades y $4000 para externos.

¡¡¡¡Cupos limitados!!!!

CEI - Beauchef en Movimiento "|2009-03-30 17:56:30|Los invitamos a particiar de los Talleres 2009 organizados por el CEI y el grupo emergente Beauchef en Movimiento , las inscripciones son en la secretaría del CEI, ubicada en Tupper 2140.   Talleres CEI y BeM 2009   Tango & Milonga	 Sábado 14:30  16:00 hrs	$4000  Tango Básico	 Viernes 16:15  17:45 hrs $2000   Expresión corporal y educación de la voz Martes 18:00   20:00	 $4000  Salsa	 Viernes 18:00  19:30 hrs	$4000 pp  $6000 pareja   Cueca para Valientes	 Viernes 16.00  18.00 hrs   $4000 pp  $7000 pareja   Telas y Acrobacias Aéreas Viernes 18:00  21:00 hrs	$4000  Break-Dance  Martes 16:00  17:30 hrs	$4000   Iniciación a la danza /Danzamoderna/Stretching Miércoles  19:45 -21:00 hrs	$2000   YogaLates Martes 10:00 y 18:15 hrs, Jueves  18:15,Viernes a las 10:00 hrs. $1000 por sesión   Tarot e Imagen	 Martes 18:30-20:30	 $4000   Danza del Vientre	 Miércoles 12:00  14:00	$4000   Los precios aumentan $2000 para alumnos de otras facultades y $4000 para externos.   ¡¡¡¡Cupos limitados!!!!   CEI - Beauchef en Movimiento|No se puede detectar sesgo de género en el texto dado.|0.0|2009_3|2009
5118|CONCURSO DE ENSAYO 2015|detalle?id=8714||2015-05-08 13:30:08||Lo siento, no puedo detectar sesgo de género sin que me proporcione un texto específico.|0.0|2015_5|2015
101|Matrícula 2023 Estudiantes Antiguos|detalle?id=62405|"El proceso de Matrícula 2023 para estudiantes antiguos se realizará entre los días lunes 09 de enero y jueves 12 de enero 2022 vía portal matricula.uchile.cl/ (recordar que para iniciar sesión en el portal de matrícula se accede con los datos de cuenta pasaporte).
Desde el año 2023, Servicios Centrales de la Universidad de Chile reemplazará el documento Pagaré por el documento Mandato Único, el que caucionará el arancel total de la carrera debiendo firmarse sólo una vez durante la carrera, facilitando el proceso de matrícula de cada año (mayor información en infografía).
Los estudiantes que deban suscribir el Mandato Único pueden legalizarlo de 09:00 a 16:00 hrs. en el Centro de Computación CEC, Sector D, entre los días lunes 09 de enero y jueves 12 de enero 2022, o bien acudir a cualquier notaría y entregarlo en la Facultad en el mismo período y horario.
 
En caso que un estudiante deba suscribir su Mandato Único y no se encuentre durante el periodo de matrícula, debe dejar un Poder Notarial Amplio (formato adjunto propuesto por la Universidad de Chile) el que faculta a un tercero la posibilidad de representar al estudiante en todos los trámites y firmar todos los documentos o registros que se requieran (suscribir el Mandato Único). Junto con este poder, el estudiante debe contar en esos días con un aval para la firma el documento, persona que debe ser mayor de 18 años, y dejarle copia de su cédula de identidad.
Recordar que todas las becas entregadas por el Mineduc se renovarán para el año 2023 sobre la base de tener matrícula activa en el año 2023.
 Secretaría de Estudios.PODER_NOTARIAL_2023.pdf (61 kb)Mandato_2023.pdf (80 kb)"|2023-01-09 09:15:09|El proceso de Matrícula 2023 para estudiantes antiguos se realizará entre los días lunes 09 de enero y jueves 12 de enero 2022 vía portal matricula.uchile.cl/ (recordar que para iniciar sesión en el portal de matrícula se accede con los datos de cuenta pasaporte). Desde el año 2023, Servicios Centrales de la Universidad de Chile reemplazará el documento Pagaré por el documento Mandato Único, el que caucionará el arancel total de la carrera debiendo firmarse sólo una vez durante la carrera, facilitando el proceso de matrícula de cada año (mayor información en infografía). Los estudiantes que deban suscribir el Mandato Único pueden legalizarlo de 09:00 a 16:00 hrs. en el Centro de Computación CEC, Sector D, entre los días lunes 09 de enero y jueves 12 de enero 2022, o bien acudir a cualquier notaría y entregarlo en la Facultad en el mismo período y horario.   En caso que un estudiante deba suscribir su Mandato Único y no se encuentre durante el periodo de matrícula, debe dejar un Poder Notarial Amplio (formato adjunto propuesto por la Universidad de Chile) el que faculta a un tercero la posibilidad de representar al estudiante en todos los trámites y firmar todos los documentos o registros que se requieran (suscribir el Mandato Único). Junto con este poder, el estudiante debe contar en esos días con un aval para la firma el documento, persona que debe ser mayor de 18 años, y dejarle copia de su cédula de identidad. Recordar que todas las becas entregadas por el Mineduc se renovarán para el año 2023 sobre la base de tener matrícula activa en el año 2023.  Secretaría de Estudios.PODER_NOTARIAL_2023.pdf (61 kb)Mandato_2023.pdf (80 kb)|No se detecta sesgo de género en este texto.|0.0|2023_1|2023
4944|Resultados Inscripción Académica|detalle?id=9258|"Estimados Alumnos, 
Se informa a los alumnos que la inscripción académica será re procesada para corregir un error de omisión en el horario de controles que causó choques  a los alumnos de Plan Común. Los resultados se publicarán en pocos minutos. 
Lamentamos los inconvenientes y les recomendamos que permanezcan atentos a su inscripción.


Junto con saludarlos les informamos que ya se encuentran disponibles los resultados del proceso de Inscripción Académica. 

El primer proceso de modificación ya se encuentra disponible, permanecerá abierto hasta el lunes 31 de Agosto a las 13:59 hrs.

Saluda atte, 
Subdirección de Gestión Docente - SGD"|2015-08-30 21:57:30|Estimados Alumnos,   Se informa a los alumnos que la inscripción académica será re procesada para corregir un error de omisión en el horario de controles que causó choques  a los alumnos de Plan Común. Los resultados se publicarán en pocos minutos.   Lamentamos los inconvenientes y les recomendamos que permanezcan atentos a su inscripción.    Junto con saludarlos les informamos que ya se encuentran disponibles los resultados del proceso de Inscripción Académica.    El primer proceso de modificación ya se encuentra disponible, permanecerá abierto hasta el lunes 31 de Agosto a las 13:59 hrs.   Saluda atte,   Subdirección de Gestión Docente - SGD|No hay sesgo de género en este texto.|0.0|2015_8|2015
5674|"CONICYT  ""Becas de Ciencia y Tecnología, Estadías Cortas en el Extranjero"""|detalle?id=7023|"Estimados alumnos, 

Los invitamos a informarse sobre la convocatoria de CONICYT a las ""Becas de Ciencia y Tecnología, Estadías Cortas en el Extranjero"" . 

Esta beca está dirigida a estudiantes de programas de pre grado de Ingeniería Civil que hayan cursado como mínimo el séptimo semestre, y que acrediten excelencia académica y conocimiento de idioma inglés de acuerdo a lo establecido en las bases. 

Quienes resulten seleccionados deberán presentar el grado académico de licenciado/a al momento de la firma de convenio, y podrán cursar estudios en alguno de los siguientes destinos:

TU Berlin en Alemania; University of Alberta o University of Ottawa en Canadá; Shangai Jiao Tong University o Peking University en China; KAIST o POSTECH en Corea del Sur; University of Arizona o University of Notre-Dame en Estados Unidos; INRIA en Francia; University of Tokyo en Japón; o University of Manchester en Reino Unido.

Las postulaciones estarán abiertas hasta el 2 de abril a las 13:00 hrs. 

Las bases concursables, así como los manuales de apoyo y uso del sistema de postulación en línea se encuentran disponibles en la ficha del concurso: www.conicyt.cl/ ... a-y-tecnologia-2014/

No olviden seguirnos en el Fanpage de Facebook ""Relaciones Internacionales Beauchef"" donde estaremos constantemente actualizando la información sobre asuntos internacionales. 

Saludos, 

Dirección de Relaciones Internacionales 
FCFM"|2014-03-24 12:56:24|"Estimados alumnos,    Los invitamos a informarse sobre la convocatoria de CONICYT a las ""Becas de Ciencia y Tecnología, Estadías Cortas en el Extranjero"" .    Esta beca está dirigida a estudiantes de programas de pre grado de Ingeniería Civil que hayan cursado como mínimo el séptimo semestre, y que acrediten excelencia académica y conocimiento de idioma inglés de acuerdo a lo establecido en las bases.    Quienes resulten seleccionados deberán presentar el grado académico de licenciado/a al momento de la firma de convenio, y podrán cursar estudios en alguno de los siguientes destinos:   TU Berlin en Alemania; University of Alberta o University of Ottawa en Canadá; Shangai Jiao Tong University o Peking University en China; KAIST o POSTECH en Corea del Sur; University of Arizona o University of Notre-Dame en Estados Unidos; INRIA en Francia; University of Tokyo en Japón; o University of Manchester en Reino Unido.   Las postulaciones estarán abiertas hasta el 2 de abril a las 13:00 hrs.    Las bases concursables, así como los manuales de apoyo y uso del sistema de postulación en línea se encuentran disponibles en la ficha del concurso: www.conicyt.cl/ ... a-y-tecnologia-2014/   No olviden seguirnos en el Fanpage de Facebook ""Relaciones Internacionales Beauchef"" donde estaremos constantemente actualizando la información sobre asuntos internacionales.    Saludos,    Dirección de Relaciones Internacionales   FCFM"|"Sí, se puede detectar sesgo de género en este texto. En el párrafo que menciona que quienes resulten seleccionados deberán presentar el grado académico de licenciado/a, se utiliza la forma masculina en último lugar, lo que puede ser interpretado como un sesgo de género al poner al masculino como la forma por defecto. Además, en la invitación se utiliza el término ""estudiantes"" de forma genérica sin hacer referencia a géneros específicos, lo que es positivo."|1.0|2014_3|2014
6161|Inscripción Académica otoño 2013|detalle?id=5397|"Ya se encuentra disponible la inscripción académica de otoño 2013

Período  : 07 al 16  de diciembre  2013
Lugar :   U- CAMPUS
Horario: durante las 24 horas

Se les recuerda que responder la encuesta docente es requisito para realizar la inscripción

http://escuela.ing.uchile.cl/docencia/instructivos-inscripcion-academica-2/INSCRIPCION_13-1."|2012-12-07 13:17:07|Ya se encuentra disponible la inscripción académica de otoño 2013   Período  : 07 al 16  de diciembre  2013  Lugar :   U- CAMPUS  Horario: durante las 24 horas   Se les recuerda que responder la encuesta docente es requisito para realizar la inscripción  http://escuela.ing.uchile.cl/docencia/instructivos-inscripcion-academica-2/INSCRIPCION_13-1.|No se detecta sesgo de género en el texto.|0.0|2012_12|2012
3972|Visita a Laboratorio de Exploración Espacial y Planetaria (LEEP)|detalle?id=16271|"Estimada comunidad universitaria:

OpenLab tiene el agrado de invitarlos a una visita al Laboratorio de Exploración Espacial y Planetaria (LEEP) este miércoles 14 de junio a las 12:15 horas, previa inscripción.

Inscríbete aquí: goo.gl/forms/xSs2e3NlK68bJOtZ2

"|2017-06-13 17:18:13|Estimada comunidad universitaria:   OpenLab tiene el agrado de invitarlos a una visita al Laboratorio de Exploración Espacial y Planetaria (LEEP) este miércoles 14 de junio a las 12:15 horas, previa inscripción.   Inscríbete aquí: goo.gl/forms/xSs2e3NlK68bJOtZ2|No se detecta sesgo de género en el texto.|0.0|2017_6|2017
8170|Charla CORFO|detalle?id=726|"


 CEIN 2009 "|2009-05-19 17:42:19|CEIN 2009|No puedo detectar sesgo de género en el texto ya que no contiene ninguna referencia explícita hacia hombres o mujeres.|0.0|2009_5|2009
997|Pago 7ª cuota BAE|detalle?id=47270|Estimad@s Estudiantes: De acuerdo a la información enviada por la DirBDE, los resultados de las BAE estarán a partir del 21 de octubre en Consulta de BeneficiosEl pago se efectuará a partir del 25 de octubre a las cuentas informadas por l@s estudiantes en el formulario de cuentas bancarias dispuesto por la DirBDE. Saluda Bienestar Estudiantil|2021-10-19 16:13:19|Estimad@s Estudiantes: De acuerdo a la información enviada por la DirBDE, los resultados de las BAE estarán a partir del 21 de octubre en Consulta de BeneficiosEl pago se efectuará a partir del 25 de octubre a las cuentas informadas por l@s estudiantes en el formulario de cuentas bancarias dispuesto por la DirBDE. Saluda Bienestar Estudiantil|"Sí, el texto presenta un sesgo de género en el uso del símbolo ""@"", que es un intento de incluir tanto el género masculino como femenino, pero sigue siendo excluyente de personas no binarias o intersexuales. Una forma más inclusiva de escribir el texto sería utilizar el lenguaje inclusivo, por ejemplo: ""Estimadas y estimados estudiantes"" o ""Estudiantes querides""."|1.0|2021_10|2021
6945|Tú puedes hacer un cambio en la educación Chilena, no te quedes fu|detalle?id=3581|"Enseña Chile invita a los mejores profesionales a trabajar en un gran desafío, ser profesores por dos años y a tiempo completo en los colegios más vulnerables de Chile.
Buscamos construir un movimiento de líderes comprometidos con la calidad de la educación.
Para esto seleccionamos, formamos y acompañamos a profesionales de excelencia, de distintas carreras, para que trabajen por dos años a tiempo completo como profesores, contratados por colegios vulnerables.
Buscamos transformar las salas de clases y comprometer a los profesionales en el cambio del sistema educacional desde sus futuras profesiones y áreas de influencia.
Postula hasta el 4 de Septiembre en postulaciones.ensenachile.cl/
Si quieres saber más, no dudes en escribir a jmiranda@ensenachile.cl

2_ensena_chile_2.pdf

Jorge Miranda Bernal
Delegado difusión y reclutamiento
Enseña Chile"|2011-07-26 15:56:26|Enseña Chile invita a los mejores profesionales a trabajar en un gran desafío, ser profesores por dos años y a tiempo completo en los colegios más vulnerables de Chile.  Buscamos construir un movimiento de líderes comprometidos con la calidad de la educación.  Para esto seleccionamos, formamos y acompañamos a profesionales de excelencia, de distintas carreras, para que trabajen por dos años a tiempo completo como profesores, contratados por colegios vulnerables.  Buscamos transformar las salas de clases y comprometer a los profesionales en el cambio del sistema educacional desde sus futuras profesiones y áreas de influencia.  Postula hasta el 4 de Septiembre en postulaciones.ensenachile.cl/  Si quieres saber más, no dudes en escribir a jmiranda@ensenachile.cl  2_ensena_chile_2.pdf   Jorge Miranda Bernal  Delegado difusión y reclutamiento  Enseña Chile|No se detecta sesgo de género en el texto.|0.0|2011_7|2011
2211|Conversatorio: la protección del medio ambiente en la nueva Constitución|detalle?id=29996||2019-12-10 11:16:10||Lo siento, pero necesito el texto para poder detectar sesgo de género en él.||2019_12|2019
3271|Convocatoria Programa Hardware Startups|detalle?id=22283|"Estimad@ comunidad:

En OpenBeauchef buscamos start ups de base científica y tecnológica para que desarrollen su producto o dispositivo con la ayuda de FabLabU. de Chile y Beauchef Acelera.

Duración Programa: 1 año y 5 meses
*Disponibilidad de media jornada mensual (22 horas)

Requisitos principales de start ups:
- Orientadas a mejorar la calidad de vida de las personas.
- Equipos multidisciplinarios.
- Disponen de fondos para desarrollar.
- Se trate de empresas que se hayan constituido durante el año 2018 o sin constitución previa.

Inicio del programa: 8 de octubre 2018
Lee las bases en este LINK.
Postula AQUÍ.

¡Postulaciones hasta el 20 de septiembre!

"|2018-09-05 14:27:05|Estimad@ comunidad:   En OpenBeauchef buscamos start ups de base científica y tecnológica para que desarrollen su producto o dispositivo con la ayuda de FabLabU. de Chile y Beauchef Acelera.   Duración Programa: 1 año y 5 meses  *Disponibilidad de media jornada mensual (22 horas)   Requisitos principales de start ups:  - Orientadas a mejorar la calidad de vida de las personas.  - Equipos multidisciplinarios.  - Disponen de fondos para desarrollar.  - Se trate de empresas que se hayan constituido durante el año 2018 o sin constitución previa.   Inicio del programa: 8 de octubre 2018  Lee las bases en este LINK.  Postula AQUÍ.   ¡Postulaciones hasta el 20 de septiembre!|No se detecta sesgo de género en el texto.|0.0|2018_9|2018
1388|Día Extraordinario, Matrícula 2021 estudiantes antiguos de pregrado.|detalle?id=40082|Se informa que Servicios Centrales ha dispuesto un día extraordinario para el proceso de Matrícula 2021 a estudiantes antiguos de pregrado durante el día martes 30 de marzo 2021 entre las 10:00 hrs. y 16:00 hrs.Todo el proceso de Matrícula se realizará en el sitio matricula.uchile.cl/    INFORMACIÓN PARA ENTREGA DE PAGARÉS:Aquellos estudiantes que opten por la modalidad de pago de arancel anual en cuotas y/o los que deban regularizar su deuda de arancel de años anteriores y no puedan pagarla al contado, quedarán matriculados con el pago del derecho básico de matrícula SÓLO hasta el día 16 de Abril de 2021.MUY IMPORTANTE: Antes del 16 de Abril 2021, aquellos estudiantes que suscriban pagaré deberán hacerlo(s) llegar legalizados ante notario público a la Unidad de Administración de Aranceles y Crédito Universitario, por medio de correo certificado, o presencialmente en los buzones que se dispondrán para estos efectos. En ambos casos, deberán informar sobre el envío/entrega de la documentación en el sitio arancelesycreditos.uchile.cl  servicio Normalización/Aviso de Entrega o Envío de Pagaré Legalizado, con lo cual se considerará condicionalmente cumplida la obligación de entrega, sin perjuicio de la recepción efectiva de la documentación y su posterior validación.Los estudiantes que al 16 de Abril 2021 NO hayan entregado el pagaré correspondiente, SE ENTENDERÁ QUE HAN RENUNCIADO VOLUNTARIAMENTE A SU CARRERA O PROGRAMA A CONTAR DEL DÍA 17 DE ABRIL 2021 DE IDÉNTICA ANUALIDAD y se les devolverán los montos que a la fecha hubieran pagado por concepto de arancel, no procediendo la devolución del derecho básico de matrícula.Por esta razón, es de vital importancia la entrega de los pagarés legalizados HASTA EL 16 DE ABRIL 2021.CANALES DE ATENCIÓN:              * ATENCIÓN SOBRE EL SISTEMA DE MATRÍCULAS: matricula@uchile.cl               * ATENCIÓN SOBRE BENEFICIOS ESTUDIANTILES: dirbe@uchile.cl               * CONSULTAS SOBRE SITUACIÓN ARANCELARIA: SITIO arancelesycreditos.uchile.cl              * OTRAS CONSULTAS DE MATRÍCULA , FACULTAD DE CIENCIAS FÍSICAS Y MATEMÁTICAS:                 matriculapregradofcfm@ing.uchile.cl Atte.,SECRETARÍA DE ESTUDIOS|2021-03-30 11:37:30|Se informa que Servicios Centrales ha dispuesto un día extraordinario para el proceso de Matrícula 2021 a estudiantes antiguos de pregrado durante el día martes 30 de marzo 2021 entre las 10:00 hrs. y 16:00 hrs.Todo el proceso de Matrícula se realizará en el sitio matricula.uchile.cl/    INFORMACIÓN PARA ENTREGA DE PAGARÉS:Aquellos estudiantes que opten por la modalidad de pago de arancel anual en cuotas y/o los que deban regularizar su deuda de arancel de años anteriores y no puedan pagarla al contado, quedarán matriculados con el pago del derecho básico de matrícula SÓLO hasta el día 16 de Abril de 2021.MUY IMPORTANTE: Antes del 16 de Abril 2021, aquellos estudiantes que suscriban pagaré deberán hacerlo(s) llegar legalizados ante notario público a la Unidad de Administración de Aranceles y Crédito Universitario, por medio de correo certificado, o presencialmente en los buzones que se dispondrán para estos efectos. En ambos casos, deberán informar sobre el envío/entrega de la documentación en el sitio arancelesycreditos.uchile.cl  servicio Normalización/Aviso de Entrega o Envío de Pagaré Legalizado, con lo cual se considerará condicionalmente cumplida la obligación de entrega, sin perjuicio de la recepción efectiva de la documentación y su posterior validación.Los estudiantes que al 16 de Abril 2021 NO hayan entregado el pagaré correspondiente, SE ENTENDERÁ QUE HAN RENUNCIADO VOLUNTARIAMENTE A SU CARRERA O PROGRAMA A CONTAR DEL DÍA 17 DE ABRIL 2021 DE IDÉNTICA ANUALIDAD y se les devolverán los montos que a la fecha hubieran pagado por concepto de arancel, no procediendo la devolución del derecho básico de matrícula.Por esta razón, es de vital importancia la entrega de los pagarés legalizados HASTA EL 16 DE ABRIL 2021.CANALES DE ATENCIÓN:              * ATENCIÓN SOBRE EL SISTEMA DE MATRÍCULAS: matricula@uchile.cl               * ATENCIÓN SOBRE BENEFICIOS ESTUDIANTILES: dirbe@uchile.cl               * CONSULTAS SOBRE SITUACIÓN ARANCELARIA: SITIO arancelesycreditos.uchile.cl              * OTRAS CONSULTAS DE MATRÍCULA , FACULTAD DE CIENCIAS FÍSICAS Y MATEMÁTICAS:                 matriculapregradofcfm@ing.uchile.cl Atte.,SECRETARÍA DE ESTUDIOS|No se detecta sesgo de género en el texto.|0.0|2021_3|2021
3688|Secretaría de Estudios, jueves 30 de noviembre 2017.|detalle?id=18715|"Estimada comunidad estudiantil:
Se comunica que la Secretaría de Estudios, no dará servicio regular (atención de público y of. de títulos y grados), mañana jueves 30 de noviembre del presente año.
Se recomienda a los estudiantes anticipar la solicitud de documentos y/o información que requieran, a través de los canales establecidos por la Secretaría.
Teléfonos oficina Atención de público: 22 9784259- 22 9784264.
Correo: sec_estudios@ing.uchile.cl
 Teléfonos oficina Títulos y Grados: 22 9784251  22 9784832
Correo: memunoz@ing.uchile.cl -  gerardo.troncoso@ing.uchile.cl

Atte.,
Secretaría de Estudios"|2017-11-29 12:41:29|Estimada comunidad estudiantil:  Se comunica que la Secretaría de Estudios, no dará servicio regular (atención de público y of. de títulos y grados), mañana jueves 30 de noviembre del presente año.  Se recomienda a los estudiantes anticipar la solicitud de documentos y/o información que requieran, a través de los canales establecidos por la Secretaría.  Teléfonos oficina Atención de público: 22 9784259- 22 9784264.  Correo: sec_estudios@ing.uchile.cl   Teléfonos oficina Títulos y Grados: 22 9784251  22 9784832  Correo: memunoz@ing.uchile.cl -  gerardo.troncoso@ing.uchile.cl   Atte.,  Secretaría de Estudios|No hay sesgo de género en el texto.|0.0|2017_11|2017
4026|English Corner, Miercoles 10 de mayo, Biblioteca Central|detalle?id=15873|"Estimados alumnos,
Los invitamos a practicar inglés con alumnos nativos del idioma inglés, conversar de sus temas favoritos, beber café y divertirse un rato.

Ubicación : Biblioteca Central - sala de estudio comunitario (entrada mano izquierda)
Hora: 12:00 a 16:00 hrs
Día: Miércoles 10 de mayo

Atte, 
Área de Idiomas

"|2017-05-09 17:45:09|Estimados alumnos,  Los invitamos a practicar inglés con alumnos nativos del idioma inglés, conversar de sus temas favoritos, beber café y divertirse un rato.   Ubicación : Biblioteca Central - sala de estudio comunitario (entrada mano izquierda)  Hora: 12:00 a 16:00 hrs  Día: Miércoles 10 de mayo   Atte,   Área de Idiomas|No hay sesgo de género en el texto.|0.0|2017_5|2017
1071|Te esperamos en un nuevo Taller de Bases de Datos Bibliográficas, en esta oportu|detalle?id=45990|"La Biblioteca Central continua con el ciclo de Talleres de Bases de Datos BibliográficasEn nuestro segundo taller, se presentará ""SPRINGER Link"", este Jueves 9 de Septiembre a las 18:30 Hrs. Vía zoom. Inscríbete en: https://forms.gle/M6jF3vJrLHwCts9k8.. "|2021-09-07 19:21:07|"La Biblioteca Central continua con el ciclo de Talleres de Bases de Datos BibliográficasEn nuestro segundo taller, se presentará ""SPRINGER Link"", este Jueves 9 de Septiembre a las 18:30 Hrs. Vía zoom. Inscríbete en: https://forms.gle/M6jF3vJrLHwCts9k8.."|No se detecta sesgo de género en el texto proporcionado.|0.0|2021_9|2021
